0,0.300000459,-1.78735842837341e-06,-1.41945702125668e-05,9.1402626038,9.1402578354,0.3000021577,0.0011634741,9.1402082443,-0.4000000358,5.10167683387408e-06,-1.53846067405539e-05,-11.5719461441,-11.5719385147,-0.3999978602,0.0011634741,-11.5719423294,-1.33084682829576e-07,-7.09463165549096e-06,3.40893966495059e-05,2.9055550098,2.9055542946,2.15467889574938e-06,0.0011634741,2.905544281,1.5700004101,-8.2599117376958e-06,5.84239887757576e-06,7.9001879692,7.9001741409,1.5700021982,0.0011634741,7.9001383781,-1.44354328490692e-09,2.2950689526624e-06,-1.31445231090765e-05,-1.4075245857,-1.4075242281,2.15467889574938e-06,0.0011634741,-1.4075245857,-6.87588084247182e-08,-3.64980019185168e-06,1.73988937604008e-05,0.0543766059,0.054376591,2.15467889574938e-06,0.0011634741,0.0543743111,3.37507572112372e-07,-3.90230889024679e-06,2.13118710234994e-06,0.4568291306,0.4568290412,2.15467889574938e-06,0.0011634741,0.4568250775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0018518518,0.300000459,-1.8132062677978e-06,-1.38788145704893e-05,9.1472673416,9.1402578354,0.3000086248,0.0023264757,9.1400098801,-0.4000000358,5.07246113556903e-06,-1.59172632265836e-05,-11.5672216415,-11.5719394684,-0.3999913931,0.0023264757,-11.5719966888,-1.46133999123776e-07,-7.03052683093119e-06,3.47817840520293e-05,2.907954216,2.905554533,8.618131687399e-06,0.0023264757,2.9055655003,1.5700002909,-8.24785820441321e-06,6.72749138175277e-06,7.9025373459,7.9001741409,1.5700086355,0.0023264757,7.9000177383,2.77262612868867e-09,2.27061582336319e-06,-1.32096620291122e-05,-1.4069008827,-1.4075243473,8.618131687399e-06,0.0023264757,-1.407528758,-7.54722861984192e-08,-3.61703973794647e-06,1.77955789695261e-05,0.0548634231,0.0543766469,8.618131687399e-06,0.0023264757,0.0543762036,3.30287008409869e-07,-3.89798560718191e-06,2.40431972997612e-06,0.4572482109,0.4568291008,8.618131687399e-06,0.0023264757,0.4568119645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0037037036,0.300000459,-1.46966954162053e-06,0.0003161122,9.1543054581,9.1403799057,0.3000193834,0.003488532,9.1396789551,-0.4000000358,5.80753385293065e-06,0.000667262,-11.5623664856,-11.5718574524,-0.3999806046,0.003488532,-11.5720853806,-1.58023368612703e-07,-6.00782141191303e-06,0.0008908645,2.9104952812,2.9055964947,1.93886098713847e-05,0.003488532,2.9056007862,1.5700002909,-8.33987996884389e-06,-8.64597677718848e-05,7.9049363136,7.9002161026,1.5700193644,0.003488532,7.8998160362,6.64640698033736e-09,1.97395797840727e-06,-0.0002546286,-1.4061943293,-1.4075133801,1.93886098713847e-05,0.003488532,-1.407535553,-8.21439414266933e-08,-3.60113176611776e-06,3.37460141963675e-06,0.0553952046,0.0543852411,1.93886098713847e-05,0.003488532,0.0543791652,3.2386955695074e-07,-3.16212913276104e-06,0.0006551142,0.4576938748,0.456836462,1.93886098713847e-05,0.003488532,0.4567900896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0055555557,0.300000459,9.8904354217666e-07,0.0017871847,9.1613712311,9.1409273148,0.3000344634,0.0046491711,9.139216423,-0.400000006,1.08954291135888e-05,0.0036897939,-11.557384491,-11.5714912415,-0.3999655247,0.0046491711,-11.5722093582,-1.6115835421715e-07,4.7601409391973e-07,0.0046848459,2.9131720066,2.9057831764,3.44631953339558e-05,0.0046491711,2.9056499004,1.5700002909,-8.99626593309222e-06,-0.0004730501,7.9073815346,7.9004039764,1.5700345039,0.0046491711,7.8995332718,8.24143242539321e-09,3.22363945315374e-07,-0.001164132,-1.4054043293,-1.4074618816,3.44631953339558e-05,0.0046491711,-1.4075450897,-8.88075817329081e-08,-3.59238174496568e-06,1.29277741507394e-05,0.0559707619,0.0544247553,3.44631953339558e-05,0.0046491711,0.0543832853,3.2398429539171e-07,1.68273550116282e-06,0.0035008716,0.4581641555,0.4568694234,3.44631953339558e-05,0.0046491711,0.4567598999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0074074073,0.300000459,8.4533085100702e-06,0.004932378,9.1684484482,9.1421012878,0.3000538349,0.0058079213,9.1386213303,-0.3999999762,2.61871555267135e-05,0.0100874687,-11.5523014069,-11.5707082748,-0.3999461532,0.0058079213,-11.5723695755,-1.35410118673462e-07,1.98043417185545e-05,0.0127446251,2.9159708023,2.9061844349,5.38378044439014e-05,0.0058079213,2.9057133198,1.5700002909,-1.08671001726179e-05,-0.0012187661,7.9098773003,7.9008145332,1.5700538158,0.0058079213,7.8991703987,3.35915895099959e-09,-3.8706630220986e-06,-0.0026659484,-1.4045306444,-1.4073444605,5.38378044439014e-05,0.0058079213,-1.4075574875,-9.51285841210847e-08,-3.30781813318026e-06,0.0002279318,0.0565899126,0.0545129031,5.38378044439014e-05,0.0058079213,0.054388579,3.455627393123e-07,1.60192576004192e-05,0.0094325058,0.4586576223,0.4569409192,5.38378044439014e-05,0.0058079213,0.4567220211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0092592593,0.3000005186,2.44027105509304e-05,0.0100046284,9.1755123138,9.1440000534,0.300077498,0.006964311,9.1378946304,-0.3999998868,5.85944617341738e-05,0.0202936549,-11.5471458435,-11.5694437027,-0.3999224901,0.006964311,-11.5725641251,-4.48793038287931e-08,6.0764592490159e-05,0.0256563853,2.9188733101,2.9068357944,7.75071894167922e-05,0.006964311,2.9057900906,1.5700002909,-1.45657395478338e-05,-0.0022790295,7.9124174118,7.9014925957,1.5700775385,0.006964311,7.8987269402,-1.35181617011426e-08,-1.1108762009826e-05,-0.0043092198,-1.4035731554,-1.4071426392,7.75071894167922e-05,0.006964311,-1.4075725079,-9.96222979665617e-08,-2.00284648599336e-06,0.0009153148,0.0572522432,0.05466168,7.75071894167922e-05,0.006964311,0.054394979,4.14728106079565e-07,4.60264527646359e-05,0.0187426694,0.4591724873,0.4570580125,7.75071894167922e-05,0.006964311,0.4566771686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0111111114,0.3000005782,5.24882270838134e-05,0.0170486234,9.1825380325,9.146648407,0.3001054525,0.0081178686,9.1370372772,-0.3999996781,0.0001152071,0.0343047492,-11.5419483185,-11.5676860809,-0.3998945355,0.0081178686,-11.5727949142,1.63144250109326e-07,0.0001324548,0.0434636399,2.9218583107,2.9077470303,0.0001054649,0.0081178686,2.9058799744,1.5700001717,-2.05233391170623e-05,-0.0035407578,7.9150090218,7.9024581909,1.5701054335,0.0081178686,7.898203373,-4.72919943206307e-08,-2.0753825083375e-05,-0.0054344647,-1.402531743,-1.4068435431,0.0001054649,0.0081178686,-1.40759027,-9.86698509564121e-08,1.61468415171839e-06,0.0023767878,0.0579570122,0.0548782833,0.0001054649,0.0081178686,0.0544026233,5.69055714549904e-07,9.78334064711817e-05,0.0313124247,0.4597068131,0.4572235942,0.0001054649,0.0081178686,0.4566260576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0129629625,0.300000757,9.62330304901116e-05,0.0259620305,9.1895027161,9.1500101089,0.3001376987,0.0092681246,9.136048317,-0.3999993503,0.0002026795,0.0518189743,-11.5367412567,-11.5654602051,-0.3998622894,0.0092681246,-11.573059082,5.57655255306599e-07,0.0002435151,0.0658349618,2.9249045849,2.9089100361,0.0001377035,0.0092681246,2.9059824944,1.5700001717,-2.89091185550205e-05,-0.0048552011,7.9176449776,7.9037127495,1.5701377392,0.0092681246,7.8975996971,-9.98231541871064e-08,-3.08208072965499e-05,-0.0053006001,-1.4014075994,-1.4064395428,0.0001377035,0.0092681246,-1.4076106548,-8.54802948424549e-08,9.39640995056834e-06,0.0049119457,0.0587034225,0.0551660471,0.0001377035,0.0092681246,0.0544112399,8.56694384765433e-07,0.0001769751,0.0467645042,0.4602586925,0.457437396,0.0001377035,0.0092681246,0.4565691948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0148148146,0.3000010252,0.0001588313,0.0365459211,9.1963806152,9.1540184021,0.3001742065,0.0104146088,9.1349287033,-0.3999988139,0.0003268381,0.0723491088,-11.5315523148,-11.5628128052,-0.3998257816,0.0104146088,-11.5733585358,1.22236235711171e-06,0.0004016274,0.0922009647,2.9279918671,2.9103035927,0.0001742141,0.0104146088,2.9060969353,1.5700000525,-3.95973729609977e-05,-0.0060615055,7.920331955,7.9052443504,1.5701742172,0.0104146088,7.8969168663,-1.67390794558742e-07,-3.79571283701807e-05,-0.0031765113,-1.4002023935,-1.4059275389,0.0001742141,0.0104146088,-1.4076337814,-4.91064184870993e-08,2.37126660067588e-05,0.0087928725,0.0594900064,0.055525288,0.0001742141,0.0104146088,0.0544210598,1.33480750719173e-06,0.0002880795,0.0645805225,0.4608262181,0.4576970041,0.0001742141,0.0104146088,0.456507206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0166666675,0.3000014126,0.000243027,0.0485454053,9.2031478882,9.1585788727,0.3002149761,0.0115568526,9.13367939,-0.3999979794,0.000492463,0.0953105986,-11.5264101028,-11.5598058701,-0.399785012,0.0115568526,-11.5736913681,2.25349185711821e-06,0.0006132276,0.1218621433,2.9311013222,2.9118995667,0.0002149869,0.0115568526,2.906222105,1.5700000525,-5.21711262990721e-05,-0.0070045092,7.9230618477,7.9070310593,1.5702149868,0.0115568526,7.8961539268,-2.38299989518964e-07,-3.75521558453329e-05,0.0015958415,-1.3989186287,-1.4053076506,0.0002149869,0.0115568526,-1.4076592922,2.64177764108808e-08,4.73797153972555e-05,0.0142487604,0.0603155456,0.0559540652,0.0002149869,0.0115568526,0.0544318222,2.06769186661404e-06,0.0004347345,0.0841902494,0.4614078403,0.4579988122,0.0002149869,0.0115568526,0.4564403594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
