0.23571,1.5521,-0.011027,0,8.8641,-0.50984,8.8654,8695
0.2381,1.552,-0.040036,0,8.8634,-0.49786,8.8641,8695
0.24048,1.5519,-0.0048471,0,8.8616,-0.48919,8.8634,8695
0.24286,1.5519,-0.022169,0,8.8599,-0.48,8.8616,8696
0.24524,1.5518,-0.045843,0,8.859,-0.47236,8.8599,8696
0.24762,1.5517,-0.057186,0,8.8579,-0.46636,8.859,8696
0.25,1.5516,-0.018215,0,8.858,-0.46301,8.8579,8696
0.25238,1.5516,0.0019264,0,8.8582,-0.46698,8.858,8696
0.25476,1.5516,-0.021777,0,8.8573,-0.48105,8.8582,8696
0.25714,1.5515,-0.03814,0,8.8564,-0.51108,8.8573,8696
0.25952,1.5514,-0.039985,0,8.8565,-0.55175,8.8564,8697
0.2619,1.5513,-0.041385,0,8.8558,-0.59595,8.8565,8697
0.26429,1.5511,-0.070278,0,8.8533,-0.63084,8.8558,8697
0.26667,1.551,-0.073693,0,8.8533,-0.63409,8.8533,8697
0.26905,1.5508,-0.071987,0,8.8549,-0.6088,8.8533,8697
0.27143,1.5506,-0.079675,0,8.8559,-0.5733,8.8549,8697
0.27381,1.5504,-0.078723,0,8.8563,-0.53631,8.8559,8697
0.27619,1.5503,-0.036984,0,8.8573,-0.50039,8.8563,8698
0.27857,1.5502,-0.023008,0,8.8582,-0.47066,8.8573,8698
0.28095,1.5502,-0.03531,0,8.8561,-0.45555,8.8582,8698
0.28333,1.5501,-0.03428,0,8.856,-0.45505,8.8561,8698
0.28571,1.55,-0.059114,0,8.8562,-0.46893,8.856,8698
0.2881,1.5498,-0.043741,0,8.8573,-0.49523,8.8562,8698
0.29048,1.5497,-0.077785,0,8.8593,-0.52264,8.8573,8698
0.29286,1.5496,-0.034399,0,8.8604,-0.53709,8.8593,8699
0.29524,1.5496,0.017018,0,8.8592,-0.54048,8.8604,8699
0.29762,1.5496,-0.015077,0,8.8595,-0.54105,8.8592,8699
0.3,1.5495,-0.021512,0,8.8596,-0.53487,8.8595,8699
0.30238,1.5494,-0.032828,0,8.8607,-0.51896,8.8596,8699
0.30476,1.5493,-0.060349,0,8.8619,-0.49979,8.8607,8699
0.30714,1.5492,-0.038206,0,8.8629,-0.48051,8.8619,8699
0.30952,1.5491,-0.044371,0,8.8633,-0.46201,8.8629,8700
0.3119,1.549,-0.058614,0,8.8649,-0.44215,8.8633,8700
0.31429,1.5489,-0.059975,0,8.8664,-0.42904,8.8649,8700
0.31667,1.5487,-0.040113,0,8.8675,-0.415,8.8664,8700
0.31905,1.5486,-0.039821,0,8.8686,-0.39264,8.8675,8700
0.32143,1.5486,-0.026724,0,8.8696,-0.36722,8.8686,8700
0.32381,1.5485,-0.038111,0,8.8702,-0.35219,8.8696,8700
0.32619,1.5484,-0.030518,0,8.8711,-0.35206,8.8702,8701
0.32857,1.5483,-0.027278,0,8.8728,-0.36226,8.8711,8701
0.33095,1.5483,-0.039465,0,8.8745,-0.3792,8.8728,8701
0.33333,1.5482,-0.047853,0,8.876,-0.39544,8.8745,8701
0.33571,1.5481,-0.032515,0,8.8812,-0.40138,8.876,8701
0.3381,1.548,-0.012868,0,8.8793,-0.40213,8.8812,8701
0.34048,1.548,-0.0049769,0,8.878,-0.40002,8.8793,8701
0.34286,1.548,-0.023487,0,8.8794,-0.39846,8.878,8702
0.34524,1.5479,-0.049494,0,8.8824,-0.39453,8.8794,8702
0.34762,1.5478,-0.04842,0,8.8959,-0.38636,8.8824,8702
0.35,1.5477,-0.030129,0,8.8869,-0.37759,8.8959,8702
0.35238,1.5476,-0.044785,0,8.8866,-0.36387,8.8869,8702
0.35476,1.5475,-0.034647,0,8.8883,-0.34499,8.8866,8702
0.35714,1.5474,-0.010814,0,8.891,-0.34207,8.8883,8702
0.35952,1.5474,-0.024373,0,8.8917,-0.36657,8.891,8703
0.3619,1.5474,0.00014393,0,8.8929,-0.40216,8.8917,8703
0.36429,1.5474,0.01148,0,8.8969,-0.43125,8.8929,8703
0.36667,1.5474,-0.0069194,0,8.8958,-0.44086,8.8969,8703
0.36905,1.5474,0.0085004,0,8.8964,-0.42168,8.8958,8703
0.37143,1.5474,-0.021276,0,8.8982,-0.38373,8.8964,8703
0.37381,1.5473,-0.019942,0,8.8993,-0.34466,8.8982,8703
0.37619,1.5473,-0.022589,0,8.9008,-0.31004,8.8993,8704
0.37857,1.5472,-0.045092,0,8.9025,-0.27616,8.9008,8704
0.38095,1.5471,-0.02109,0,8.9045,-0.24401,8.9025,8704
0.38333,1.547,-0.034198,0,8.9056,-0.22001,8.9045,8704
0.38571,1.5469,-0.052049,0,8.9078,-0.20012,8.9056,8704
0.3881,1.5468,-0.031967,0,8.9107,-0.18227,8.9078,8704
0.39048,1.5467,-0.029505,0,8.9116,-0.17344,8.9107,8704
0.39286,1.5467,-0.0069569,0,8.9144,-0.17037,8.9116,8705
0.39524,1.5467,-0.0087091,0,8.9148,-0.16466,8.9144,8705
0.39762,1.5467,-0.0020303,0,8.9169,-0.16498,8.9148,8705
0.4,1.5467,-0.017354,0,8.9174,-0.1761,8.9169,8705
0.40238,1.5466,-0.0104,0,8.9183,-0.19129,8.9174,8705
0.40476,1.5466,-0.019512,0,8.9198,-0.20308,8.9183,8705
0.40714,1.5465,-0.031219,0,8.9222,-0.20718,8.9198,8705
0.40952,1.5465,-0.025148,0,8.9236,-0.21257,8.9222,8706
0.4119,1.5464,-0.0096234,0,8.9247,-0.22299,8.9236,8706
0.41429,1.5464,-0.0026802,0,8.926,-0.22902,8.9247,8706
