0.23571,1.481,-0.42155,0,8.5808,-1.3165,8.5655
0.2381,1.4801,-0.38765,0,8.5918,-1.3084,8.5808
0.24048,1.4792,-0.34727,0,8.5963,-1.3202,8.5918
0.24286,1.4784,-0.36452,0,8.6036,-1.3832,8.5963
0.24524,1.4775,-0.37891,0,8.6143,-1.4757,8.6036
0.24762,1.4765,-0.39349,0,8.6238,-1.5718,8.6143
0.25,1.4755,-0.51576,0,8.6307,-1.6432,8.6238
0.25238,1.4743,-0.46946,0,8.6449,-1.663,8.6307
0.25476,1.4734,-0.34424,0,8.6609,-1.6304,8.6449
0.25714,1.4726,-0.2958,0,8.6728,-1.575,8.6609
0.25952,1.472,-0.25596,0,8.6836,-1.5234,8.6728
0.2619,1.4713,-0.28514,0,8.6928,-1.479,8.6836
0.26429,1.4707,-0.2465,0,8.7037,-1.4505,8.6928
0.26667,1.4701,-0.23605,0,8.7124,-1.4427,8.7037
0.26905,1.4696,-0.23777,0,8.7216,-1.4444,8.7124
0.27143,1.469,-0.25013,0,8.7317,-1.4395,8.7216
0.27381,1.4683,-0.30577,0,8.7392,-1.4295,8.7317
0.27619,1.4675,-0.31705,0,8.751,-1.4105,8.7392
0.27857,1.4668,-0.32572,0,8.7596,-1.3836,8.751
0.28095,1.4661,-0.28979,0,8.7713,-1.3501,8.7596
0.28333,1.4654,-0.27147,0,8.7816,-1.3224,8.7713
0.28571,1.4646,-0.41315,0,8.7858,-1.3197,8.7816
0.2881,1.4636,-0.39655,0,8.7954,-1.3313,8.7858
0.29048,1.4628,-0.33136,0,8.8048,-1.3394,8.7954
0.29286,1.462,-0.30254,0,8.8123,-1.3432,8.8048
0.29524,1.4614,-0.26764,0,8.8228,-1.3284,8.8123
0.29762,1.4608,-0.22946,0,8.8317,-1.2872,8.8228
0.3,1.4602,-0.24363,0,8.8387,-1.2652,8.8317
0.30238,1.4597,-0.23056,0,8.8463,-1.2748,8.8387
0.30476,1.4592,-0.2051,0,8.8552,-1.286,8.8463
0.30714,1.4587,-0.20192,0,8.8619,-1.2926,8.8552
0.30952,1.4582,-0.20487,0,8.8737,-1.291,8.8619
0.3119,1.4576,-0.23515,0,8.878,-1.2584,8.8737
0.31429,1.4571,-0.25655,0,8.8866,-1.2057,8.878
0.31667,1.4564,-0.29475,0,8.8996,-1.1498,8.8866
0.31905,1.4557,-0.26527,0,8.9059,-1.1023,8.8996
0.32143,1.4551,-0.23895,0,8.91,-1.0664,8.9059
0.32381,1.4546,-0.19805,0,8.9191,-1.04,8.91
0.32619,1.4542,-0.1799,0,8.9212,-1.0213,8.9191
0.32857,1.4538,-0.15399,0,8.9237,-1.0049,8.9212
0.33095,1.4535,-0.094147,0,8.9288,-0.98378,8.9237
0.33333,1.4533,-0.1104,0,8.9354,-0.97093,8.9288
0.33571,1.453,-0.14584,0,8.9439,-0.97317,8.9354
0.3381,1.4526,-0.17681,0,8.9495,-0.97674,8.9439
0.34048,1.4522,-0.13633,0,8.954,-0.9809,8.9495
0.34286,1.4519,-0.10625,0,8.964,-0.97757,8.954
0.34524,1.4517,-0.09465,0,8.9664,-0.96389,8.964
0.34762,1.4514,-0.17678,0,8.9727,-0.93761,8.9664
0.35,1.451,-0.14903,0,8.9798,-0.89652,8.9727
0.35238,1.4506,-0.13104,0,8.9894,-0.83775,8.9798
0.35476,1.4503,-0.15676,0,8.9969,-0.78799,8.9894
0.35714,1.4499,-0.16502,0,9.0036,-0.76958,8.9969
0.35952,1.4495,-0.16823,0,9.0113,-0.77351,9.0036
0.3619,1.4491,-0.15492,0,9.0172,-0.79833,9.0113
0.36429,1.4488,-0.13885,0,9.0248,-0.84343,9.0172
0.36667,1.4485,-0.10155,0,9.0304,-0.88898,9.0248
0.36905,1.4483,-0.06389,0,9.0364,-0.91103,9.0304
0.37143,1.4482,-0.058359,0,9.0492,-0.89941,9.0364
0.37381,1.4481,-0.013128,0,9.0515,-0.8571,9.0492
0.37619,1.4481,-0.031019,0,9.0545,-0.7991,9.0515
0.37857,1.448,-0.04862,0,9.0605,-0.74207,9.0545
0.38095,1.4478,-0.073615,0,9.0667,-0.70099,9.0605
0.38333,1.4476,-0.08439,0,9.0733,-0.67652,9.0667
0.38571,1.4475,-0.052312,0,9.0835,-0.65196,9.0733
0.3881,1.4473,-0.052107,0,9.0943,-0.62765,9.0835
0.39048,1.4472,-0.059566,0,9.0956,-0.5961,9.0943
