-1.5716,-2.0811,-2.6375,-2.6119,-2.7835,-2.8317,-2.9266,-2.9529,-2.9786,-2.956,-2.9203,-2.8719,-2.8319,-2.7927,-2.7535,-2.7219,-2.679,-2.6368,-2.5861,-2.5126,-2.4407,-2.3792,-2.3058,-2.2387,-2.1835,-2.1141,-2.0495,-1.9863,-1.9253,-1.8638,-1.8204,-1.7862,-1.7713,-1.7565,-1.7532,-1.6971,-1.641,-1.5837,-1.2344,-0.88512
-2.0234,-2.6617,-3.3937,-3.3493,-3.5944,-3.7191,-3.8904,-3.9463,-3.9907,-3.9598,-3.913,-3.8535,-3.7894,-3.7367,-3.6845,-3.6398,-3.5758,-3.5196,-3.452,-3.354,-3.2563,-3.1706,-3.0727,-2.9797,-2.906,-2.8104,-2.7146,-2.6265,-2.545,-2.463,-2.4082,-2.3722,-2.3557,-2.3137,-2.2832,-2.1999,-2.1183,-2.0459,-1.6063,-1.1666
-2.4753,-3.2423,-4.15,-4.0868,-4.3788,-4.5799,-4.8276,-4.913,-4.9761,-4.9637,-4.9057,-4.8351,-4.7468,-4.6807,-4.6154,-4.5576,-4.4727,-4.4024,-4.3179,-4.1955,-4.0706,-3.9606,-3.8383,-3.7192,-3.6181,-3.4976,-3.3706,-3.2576,-3.1556,-3.0622,-2.996,-2.9583,-2.9401,-2.8709,-2.8131,-2.7027,-2.5956,-2.5082,-1.9782,-1.4482
-2.3621,-3.0527,-3.884,-3.7342,-4.0544,-4.3132,-4.6484,-4.8213,-4.972,-4.9787,-4.9526,-4.8838,-4.7975,-4.7203,-4.6546,-4.5856,-4.4938,-4.4104,-4.3259,-4.2034,-4.0755,-3.9479,-3.8256,-3.7021,-3.592,-3.4637,-3.3367,-3.2122,-3.1032,-3.0188,-2.96,-2.9321,-2.8981,-2.8131,-2.7282,-2.6043,-2.4735,-2.4236,-1.9208,-1.418
-2.3264,-2.97,-3.7544,-3.5466,-3.8372,-4.1134,-4.4926,-4.7232,-4.932,-4.9685,-4.9719,-4.9192,-4.8351,-4.7468,-4.6807,-4.6136,-4.5087,-4.4122,-4.3277,-4.2053,-4.0742,-3.9402,-3.8179,-3.6901,-3.5708,-3.4438,-3.3118,-3.1874,-3.0827,-3.0057,-2.9452,-2.9015,-2.842,-2.7316,-2.6228,-2.5111,-2.4178,-2.3935,-1.9162,-1.4389
-2.2906,-2.9343,-3.6717,-3.4059,-3.6201,-3.9137,-4.2633,-4.5516,-4.8184,-4.9425,-4.9758,-4.9526,-4.8708,-4.7713,-4.6941,-4.6284,-4.5269,-4.4174,-4.3329,-4.2105,-4.0762,-3.9325,-3.8081,-3.678,-3.5497,-3.4126,-3.2755,-3.1532,-3.0507,-2.9812,-2.9304,-2.8709,-2.786,-2.65,-2.5174,-2.4178,-2.3622,-2.3634,-1.9116,-1.4598
-2.303,-2.9467,-3.6372,-3.3138,-3.4528,-3.67,-3.9901,-4.2958,-4.6202,-4.829,-4.939,-4.9453,-4.9061,-4.7959,-4.7076,-4.6415,-4.5461,-4.4235,-4.339,-4.2165,-4.081,-3.9249,-3.796,-3.6569,-3.5195,-3.3723,-3.2415,-3.1237,-3.0286,-2.9663,-2.8998,-2.8148,-2.7044,-2.5805,-2.4601,-2.3981,-2.3785,-2.4051,-1.9429,-1.4807
-2.3125,-2.9562,-3.5998,-3.2216,-3.3121,-3.4528,-3.6966,-4.0196,-4.3988,-4.6656,-4.8632,-4.9463,-4.9496,-4.8446,-4.7452,-4.668,-4.5783,-4.4426,-4.3451,-4.2226,-4.0821,-3.9134,-3.7802,-3.632,-3.4832,-3.3296,-3.2052,-3.09,-3.0023,-2.9243,-2.842,-2.7316,-2.5973,-2.4856,-2.4028,-2.3785,-2.3947,-2.4379,-1.9652,-1.4925
-2.2386,-2.8839,-3.5276,-3.1779,-3.2669,-3.3607,-3.5263,-3.8199,-4.1695,-4.494,-4.7496,-4.9095,-4.9424,-4.88,-4.7697,-4.6814,-4.5975,-4.4618,-4.3512,-4.2287,-4.0831,-3.9084,-3.7708,-3.6135,-3.4533,-3.2933,-3.1689,-3.0564,-2.9761,-2.8823,-2.786,-2.65,-2.5278,-2.4283,-2.3831,-2.3843,-2.4365,-2.4602,-1.9771,-1.494
-2.1654,-2.8124,-3.456,-3.1359,-3.2232,-3.2685,-3.359,-3.5762,-3.8963,-4.2489,-4.5625,-4.807,-4.9167,-4.8969,-4.8054,-4.706,-4.617,-4.4809,-4.3573,-4.2348,-4.0841,-3.9033,-3.7614,-3.595,-3.4233,-3.257,-3.1309,-3.0211,-2.9227,-2.8148,-2.7044,-2.5805,-2.4705,-2.4086,-2.3993,-2.426,-2.4678,-2.4721,-1.9785,-1.485
-2.0454,-2.647,-3.2923,-3.0502,-3.1828,-3.1796,-3.2685,-3.4076,-3.6497,-3.9727,-4.3411,-4.6437,-4.8301,-4.8998,-4.8509,-4.7436,-4.6462,-4.5098,-4.3731,-4.2362,-4.0768,-3.8911,-3.7378,-3.551,-3.3692,-3.2116,-3.086,-2.9603,-2.8552,-2.7333,-2.6077,-2.496,-2.4236,-2.3993,-2.426,-2.4588,-2.4811,-2.4659,-1.9619,-1.4579
-1.8767,-2.4331,-3.08,-2.9159,-3.0971,-3.1392,-3.2265,-3.317,-3.4811,-3.7261,-4.0757,-4.4363,-4.6808,-4.84,-4.8806,-4.792,-4.6853,-4.5439,-4.3941,-4.2429,-4.072,-3.8802,-3.7117,-3.5134,-3.3215,-3.1736,-3.0252,-2.8814,-2.7621,-2.6366,-2.5232,-2.4491,-2.4144,-2.4156,-2.4483,-2.4616,-2.4645,-2.4299,-1.9259,-1.4309
-1.711,-2.222,-2.8237,-2.6878,-2.9176,-3.0065,-3.1408,-3.2297,-3.3656,-3.5325,-3.8041,-4.1443,-4.4468,-4.6798,-4.8099,-4.7978,-4.7116,-4.5653,-4.4152,-4.2496,-4.0724,-3.8743,-3.6906,-3.4808,-3.2885,-3.1399,-2.9686,-2.8084,-2.6751,-2.5617,-2.4659,-2.4295,-2.4306,-2.4483,-2.4616,-2.4555,-2.4389,-2.3938,-1.8988,-1.4129
-1.6188,-2.0829,-2.6393,-2.505,-2.6895,-2.7784,-2.9612,-3.0502,-3.1844,-3.3203,-3.5607,-3.8806,-4.2366,-4.5276,-4.7472,-4.8241,-4.7585,-4.6101,-4.4488,-4.2675,-4.0714,-3.8671,-3.6567,-3.4356,-3.2442,-3.0747,-2.8806,-2.7154,-2.5784,-2.4772,-2.419,-2.4202,-2.4379,-2.4616,-2.4555,-2.4299,-2.3938,-2.3578,-1.8718,-1.3948
-1.5266,-1.9438,-2.4549,-2.3206,-2.4597,-2.5503,-2.7348,-2.8707,-3.0049,-3.1391,-3.3485,-3.6372,-3.9728,-4.3202,-4.6001,-4.7665,-4.7792,-4.6557,-4.4833,-4.286,-4.0704,-3.8508,-3.6138,-3.3795,-3.1635,-2.9732,-2.8072,-2.6474,-2.534,-2.4703,-2.4498,-2.4275,-2.4512,-2.4555,-2.4299,-2.3848,-2.3487,-2.3217,-1.8448,-1.3768
-1.4813,-1.8985,-2.3627,-2.1798,-2.2737,-2.3659,-2.505,-2.6426,-2.8254,-2.9596,-3.1424,-3.3999,-3.7152,-4.0426,-4.3789,-4.6302,-4.7211,-4.6728,-4.5188,-4.3091,-4.0756,-3.8429,-3.5849,-3.3435,-3.1016,-2.929,-2.7694,-2.6314,-2.5356,-2.5096,-2.4673,-2.4407,-2.445,-2.4299,-2.3848,-2.3487,-2.3217,-2.3037,-1.8357,-1.3768
-1.436,-1.8532,-2.2704,-2.086,-2.1329,-2.1798,-2.2737,-2.4128,-2.5973,-2.7331,-2.9159,-3.144,-3.4281,-3.7356,-4.1279,-4.4379,-4.6134,-4.6449,-4.5528,-4.326,-4.0747,-3.8133,-3.5333,-3.268,-3.0466,-2.8735,-2.7432,-2.6344,-2.5762,-2.5271,-2.4806,-2.4346,-2.4194,-2.3848,-2.3487,-2.3217,-2.3037,-2.2947,-1.8357,-1.3768
-1.3907,-1.8079,-2.2251,-2.086,-2.086,-2.086,-2.1329,-2.2268,-2.3659,-2.5034,-2.6878,-2.8375,-3.1039,-3.3926,-3.7926,-4.1431,-4.4228,-4.5092,-4.4804,-4.2452,-3.9434,-3.7177,-3.4072,-3.1568,-2.9811,-2.8594,-2.725,-2.6652,-2.5944,-2.5365,-2.4848,-2.4194,-2.3848,-2.3487,-2.3217,-2.3037,-2.2947,-2.2947,-1.8357,-1.3768
-1.3454,-1.7626,-2.1798,-2.086,-2.086,-2.086,-2.086,-2.1329,-2.2268,-2.319,-2.4581,-2.5625,-2.7239,-3.0045,-3.3864,-3.6785,-4.04,-4.2999,-4.3172,-4.1594,-3.9883,-3.7596,-3.4318,-3.1889,-2.9944,-2.856,-2.7455,-2.6829,-2.6028,-2.5408,-2.4697,-2.3848,-2.3487,-2.3217,-2.3037,-2.2947,-2.2947,-2.2947,-1.8357,-1.3768
-1.2985,-1.7157,-2.1329,-2.086,-2.086,-2.086,-2.086,-2.086,-2.1329,-2.1798,-2.2737,-2.3328,-2.3941,-2.6489,-2.9544,-3.1555,-3.5259,-3.8361,-3.9289,-3.8439,-3.7807,-3.496,-3.231,-2.9824,-2.8519,-2.7386,-2.6819,-2.644,-2.5578,-2.4717,-2.395,-2.3487,-2.3217,-2.3037,-2.2947,-2.2947,-2.2947,-2.2947,-1.8357,-1.3768
-1.0155,-1.3502,-1.7373,-1.7782,-1.8306,-1.8831,-1.8946,-1.8537,-1.8127,-1.7718,-1.7778,-1.7916,-1.8077,-2.108,-2.319,-2.5891,-3.0381,-3.3017,-3.3497,-3.396,-3.3158,-3.0076,-2.7913,-2.6209,-2.562,-2.475,-2.4602,-2.5276,-2.4715,-2.3858,-2.3487,-2.3217,-2.3037,-2.2947,-2.2947,-2.2947,-2.2947,-2.2947,-1.8357,-1.3768
-0.81576,-1.0679,-1.3725,-1.3655,-1.418,-1.4704,-1.4819,-1.441,-1.4479,-1.4594,-1.471,-1.4902,-1.5225,-1.7266,-1.7261,-2.0192,-2.3402,-2.5908,-2.655,-2.8023,-2.6959,-2.4471,-2.1829,-2.064,-2.0415,-1.983,-2.0838,-2.2482,-2.2252,-2.2438,-2.2585,-2.2615,-2.2736,-2.2947,-2.2947,-2.2947,-2.2947,-2.2947,-1.8357,-1.3768
-0.56816,-0.73776,-0.95979,-0.95285,-1.0053,-1.0577,-1.0692,-1.0283,-1.0352,-1.0468,-1.0583,-1.1107,-1.0887,-1.184,-1.0439,-1.201,-1.5272,-1.6465,-1.7022,-1.8609,-1.8556,-1.605,-1.5572,-1.516,-1.6329,-1.6446,-1.7496,-1.9244,-2.0024,-2.0712,-2.1121,-2.1356,-2.1682,-2.2104,-2.2314,-2.2525,-2.2736,-2.2947,-1.8357,-1.3768
-0.2941,-0.37234,-0.50301,-0.49608,-0.54851,-0.60094,-0.61246,-0.57154,-0.57848,-0.58999,-0.60151,-0.65394,-0.75893,-0.89337,-0.73,-0.88123,-1.1003,-1.0698,-0.87299,-0.83732,-0.70601,-0.60236,-0.47147,-0.56855,-0.83708,-0.92476,-1.0399,-1.3792,-1.5911,-1.7848,-1.9517,-1.9958,-2.0398,-2.0935,-2.1261,-2.1682,-2.1893,-2.2314,-1.7936,-1.3557
-0.020034,-0.0069244,-0.046244,-0.039309,-0.091738,-0.14417,-0.15568,-0.11477,-0.12171,-0.13322,-0.23861,-0.38492,-0.63854,-0.79275,-0.67477,-0.69994,-0.68388,-0.43441,-0.12106,0.036849,0.18147,0.095527,0.18689,0.022089,-0.30173,-0.39295,-0.41292,-0.84188,-1.1416,-1.4156,-1.6833,-1.833,-1.8885,-1.9536,-1.9977,-2.0513,-2.0839,-2.1471,-1.7304,-1.3136
-0.075931,-0.054001,-0.032071,0.10965,0.10965,0.10965,0.10965,0.10965,-0.032071,-0.17837,-0.41855,-0.65873,-0.98104,-0.9549,-0.75747,-0.51472,-0.16155,0.19143,0.5169,0.80479,0.8906,0.70689,0.81451,0.66639,0.35178,0.22323,0.17562,-0.18659,-0.58936,-0.97587,-1.3093,-1.5645,-1.7257,-1.8023,-1.8578,-1.923,-1.967,-2.0417,-1.646,-1.2503
